source_name,source_url,scholarship_title,provider_name,target_degree_level,application_url,host_country,institution,eligible_countries,eligible_nationalities,eligible_fields_of_study,funding_type,funding_amount_min,funding_amount_max,currency,coverage_items,application_open_date,application_deadline,intake_term_year,requirements_text,language_requirements,source_last_seen_at,content_hash,is_active
Commonwealth Scholarship Commission,https://cscuk.fcdo.gov.uk/scholarships/,Commonwealth Startup Fellowship – information for candidates,Commonwealth Scholarship Commission,Postgraduate/Masters,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-startup-fellowship-information-for-candidates/,,,,,,,,,,,,,,Commonwealth Startup Fellowship – information for candidates,,2026-02-24T04:31:26.286422,690e77e6828de32fee181fdcc3509071ad52c8dc5fc3ac0f70cd409a95c56b39,True
Commonwealth Scholarship Commission,https://cscuk.fcdo.gov.uk/scholarships/,Commonwealth Professional Fellowships – information for UK Host organisations,Commonwealth Scholarship Commission,Postgraduate/Masters,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-professional-fellowships-information-for-uk-host-organisations/,,,,,,,,,,,,,,Commonwealth Professional Fellowships – information for UK Host organisations,,2026-02-24T04:31:26.286534,a2127358401d091ec706a7e2116d257bb22d9ff776b2fa783b93afbdcde5a2a0,True
Commonwealth Scholarship Commission,https://cscuk.fcdo.gov.uk/scholarships/,Commonwealth Distance Learning Master’s Scholarships,Commonwealth Scholarship Commission,Postgraduate/Masters,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-distance-learning-scholarships-candidates/,,,,,,,,,,,,,,Commonwealth Distance Learning Master’s Scholarships,,2026-02-24T04:31:26.286613,d0e64d11fa4f69d0d754ee5c970a2eece6390bce5b6cd2a3695e464f2b223633,True
Commonwealth Scholarship Commission,https://cscuk.fcdo.gov.uk/scholarships/,Commonwealth Master’s Scholarships,Commonwealth Scholarship Commission,Postgraduate/Masters,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-masters-scholarships/,,,,,,,,,,,,,,Commonwealth Master’s Scholarships,,2026-02-24T04:31:26.286704,4479b16d1c7321f5df14dce55a56fab72debe50976cd77b21b674b30246867fd,True
Commonwealth Scholarship Commission,https://cscuk.fcdo.gov.uk/scholarships/,Commonwealth Professional Fellowships – information for prospective Fellows,Commonwealth Scholarship Commission,Postgraduate/Masters,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-professional-fellowships-information-for-candidates/,,,,,,,,,,,,,,Commonwealth Professional Fellowships – information for prospective Fellows,,2026-02-24T04:31:26.286768,3669ef9809fde222baf11a33a7b74000a8926631fd38c94776d3f609827909f9,True
World Bank Scholarships Program,https://www.worldbank.org/en/programs/scholarships,Joint Japan/World Bank Graduate Scholarship Program,World Bank Scholarships Program,Postgraduate/Masters,https://www.worldbank.org/en/programs/scholarships/jj-wbgsp,,,,,,,,,,,,,,Joint Japan/World Bank Graduate Scholarship Program,,2026-02-24T04:31:35.518181,a26f100ee9f033b1415559791fbad6cdb88daffacacbad83e5cd1f7953bbf1b3,True
World Bank Scholarships Program,https://www.worldbank.org/en/programs/scholarships,Robert S. McNamara Fellowships Program,World Bank Scholarships Program,Postgraduate/Masters,https://www.worldbank.org/en/programs/scholarships/brief/robert-s-mcnamara-fellowships-program,,,,,,,,,,,,,,Robert S. McNamara Fellowships Program,,2026-02-24T04:31:35.518220,d55e9739925d452477d4deab01429602deaa793e45210da1a6adfa982a7b4e2e,True
Scholars4Dev Masters Scholarships,https://www.scholars4dev.com/category/scholarships-by-degree/masters-scholarships/,Manaaki New Zealand Scholarships for International Students,Scholars4Dev Masters Scholarships,Postgraduate/Masters,https://www.scholars4dev.com/2786/new-zealand-development-scholarships-for-africans-asians-latin-americans-and-pacific-islanders/,,,,,,,,,,,,,,Manaaki New Zealand Scholarships for International Students,,2026-02-24T04:32:01.081339,339ea6175099ac18fd307817bd737294505e7bc2a50ea7231828387551b3c427,True
Scholars4Dev Masters Scholarships,https://www.scholars4dev.com/category/scholarships-by-degree/masters-scholarships/,UAL/ISH International Postgraduate Scholarships,Scholars4Dev Masters Scholarships,Postgraduate/Masters,https://www.scholars4dev.com/11659/ishual-graduate-scholarships-for-international-students/,,,,,,,,,,,,,,UAL/ISH International Postgraduate Scholarships,,2026-02-24T04:32:01.081435,e44723d5c35e773188d175581348bf13aeab915342879a1712d6d40fcab44d5f,True
Scholars4Dev Masters Scholarships,https://www.scholars4dev.com/category/scholarships-by-degree/masters-scholarships/,Commonwealth Distance Learning Scholarships for Developing Commonwealth Countries,Scholars4Dev Masters Scholarships,Postgraduate/Masters,https://www.scholars4dev.com/3838/distance-learning-scholarships-for-developing-commonwealth-countries/,,,,,,,,,,,,,,Commonwealth Distance Learning Scholarships for Developing Commonwealth Countries,,2026-02-24T04:32:01.081528,35f7a1ecd737357113f11bb6aa6e32639c30dcedb65a604a2675353dd46b11fe,True
Scholars4Dev Masters Scholarships,https://www.scholars4dev.com/category/scholarships-by-degree/masters-scholarships/,Aga Khan Foundation International Scholarship Programme,Scholars4Dev Masters Scholarships,Postgraduate/Masters,https://www.scholars4dev.com/2467/aga-khan-international-scholarships-for-developing-countrie/,,,,,,,,,,,,,,Aga Khan Foundation International Scholarship Programme,,2026-02-24T04:32:01.081658,2a6da141919fbce6701ffff7fb3c56532a166f8f7905b377b52daf94831d592f,True
Scholars4Dev Masters Scholarships,https://www.scholars4dev.com/category/scholarships-by-degree/masters-scholarships/,Adelaide Global Academic Excellence Scholarships for International Students,Scholars4Dev Masters Scholarships,Postgraduate/Masters,https://www.scholars4dev.com/6711/university-of-adelaide-scholarships-for-international-students/,,,,,,,,,,,,,,Adelaide Global Academic Excellence Scholarships for International Students,,2026-02-24T04:32:01.081801,fc7c4869b00dc751f5bee7a21f127c9cd43561cb6eb9f125d4771045e427745a,True
Scholars4Dev Masters Scholarships,https://www.scholars4dev.com/category/scholarships-by-degree/masters-scholarships/,Australia Awards Scholarships,Scholars4Dev Masters Scholarships,Postgraduate/Masters,https://www.scholars4dev.com/3253/australia-awards-scholarships/,,,,,,,,,,,,,,Australia Awards Scholarships,,2026-02-24T04:32:01.081875,c053938476100f998c8640b392aa2ce7de7ac091a665a41ccd61079789066765,True
Scholars4Dev Masters Scholarships,https://www.scholars4dev.com/category/scholarships-by-degree/masters-scholarships/,Government of Flanders Master Mind Scholarships for International Students,Scholars4Dev Masters Scholarships,Postgraduate/Masters,https://www.scholars4dev.com/14865/government-of-flanders-master-mind-scholarships-for-international-students/,,,,,,,,,,,,,,Government of Flanders Master Mind Scholarships for International Students,,2026-02-24T04:32:01.081960,226a383f2fb9f46496d4b09ee0635a67d27fa2163e18794756b394350f8a7c69,True
Scholars4Dev Masters Scholarships,https://www.scholars4dev.com/category/scholarships-by-degree/masters-scholarships/,Science@Leuven Scholarships for International Students,Scholars4Dev Masters Scholarships,Postgraduate/Masters,https://www.scholars4dev.com/3222/science-scholarships-for-international-students-at-ku-leuven/,,,,,,,,,,,,,,Science@Leuven Scholarships for International Students,,2026-02-24T04:32:01.082039,d2b97d81109ee0d470384d517a1801287487819078f191b5d0f8d3868dafd2a9,True
Scholars4Dev Masters Scholarships,https://www.scholars4dev.com/category/scholarships-by-degree/masters-scholarships/,Université Paris-Saclay International Master’s Scholarships,Scholars4Dev Masters Scholarships,Postgraduate/Masters,https://www.scholars4dev.com/15259/universite-paris-saclay-international-masters-scholarships-2/,,,,,,,,,,,,,,Université Paris-Saclay International Master’s Scholarships,,2026-02-24T04:32:01.082152,1a103d177009bfffe65e08bddb50f2bfd53c7175464e6a482555840173f9eb60,True
Scholars4Dev Masters Scholarships,https://www.scholars4dev.com/category/scholarships-by-degree/masters-scholarships/,University of Sydney International Stipend Scholarship (USYDIS),Scholars4Dev Masters Scholarships,Postgraduate/Masters,https://www.scholars4dev.com/2053/international-scholarships-at-university-of-sydney/,,,,,,,,,,,,,,University of Sydney International Stipend Scholarship (USYDIS),,2026-02-24T04:32:01.082240,c704c3c5d36ec00722888b612c74ea09e98bfc3af9c1f3db1956507614bf97a0,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,2026 WASCAL Scholarship by German Government,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/2026-wascal-scholarship-in-germany,,,,,,,,,,,,,,2026 WASCAL Scholarship by German Government,,2026-02-24T04:32:04.995305,7403d7a0fad09a4f62d468b73e97d86c13df417dd6f73ad9fe3a5423db39fdd4,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,2026 Albukhary International University Scholarship in Malaysia,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/2026-albukhary-international-university-scholarship-in-malaysia,,,,,,,,,,,,,,2026 Albukhary International University Scholarship in Malaysia,,2026-02-24T04:32:04.995495,9144c5484dff543496d58e762dcb8f9bc75a9a6366e1c2439b3d9a6ab8870373,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,Commonwealth Distance Learning Master's Scholarships in UK 2026,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/commonwealth-distance-learning-master-s-scholarships-in-uk-2026,,,,,,,,,,,,,,Commonwealth Distance Learning Master's Scholarships in UK 2026,,2026-02-24T04:32:04.995566,631fab2c73d3d3e8511077ee18c40ca0e957520660b0d5ad6ba00cd439735a2c,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,AFRIKA KOMMT! Scholarship in Germany 2026,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/afrika-kommt-sholarship-in-germany-2026,,,,,,,,,,,,,,AFRIKA KOMMT! Scholarship in Germany 2026,,2026-02-24T04:32:04.995620,30d4949cde3bac63a0954dbb1649b2e4b8c274f82ab4a9ec35def506f4af11b2,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,2026 University College London Global Undergraduate Scholarship (UCL),ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/2026-university-college-london-global-undergraduate-scholarship-ucl,,,,,,,,,,,,,,2026 University College London Global Undergraduate Scholarship (UCL),,2026-02-24T04:32:04.995684,a79872179af1928efdce22abeae7306feaa348f9a98d95c40951445e744de418,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,Romanian Government Scholarship 2026,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/romanian-government-scholarship-2026,,,,,,,,,,,,,,Romanian Government Scholarship 2026,,2026-02-24T04:32:04.995785,8ddac1ed4ab39ba9f6b13ce53909f88f41f9b3dea068c036467f32221067324d,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,Master Mind Scholarship 2026-2027 in Belgium,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/government-of-flanders-master-mind-scholarship-2026,,,,,,,,,,,,,,Master Mind Scholarship 2026-2027 in Belgium,,2026-02-24T04:32:04.995837,eba6eb08d9835d601ee61e1e5573dbf609a1004b385ad17dcbc09c259855123c,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,Global Korea Scholarship (GKS) for Graduate Students 2026,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/global-korea-scholarship-gks-for-graduate-students-2026,,,,,,,,,,,,,,Global Korea Scholarship (GKS) for Graduate Students 2026,,2026-02-24T04:32:04.995894,43dea50c87d32ad794a51b7e16883c54f72f9ab823b0711c11d2c1d78f2cd29e,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,2026 ALBA Graduate Business School NielsenIQ Scholarship,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/2026-alba-graduate-business-school-nielseniq-scholarship,,,,,,,,,,,,,,2026 ALBA Graduate Business School NielsenIQ Scholarship,,2026-02-24T04:32:04.996177,3023ce5a75b41dc27cce498ab29362d383e04a916d874e5dd178a13d02708638,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,2026 ALBA Graduate Business School Sev (Hellenic Foundation of Enterprises) Scholarships,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/2026-alba-graduate-business-school-sev-hellenic-foundation-of-enterprises-scholarships,,,,,,,,,,,,,,2026 ALBA Graduate Business School Sev (Hellenic Foundation of Enterprises) Scholarships,,2026-02-24T04:32:04.996246,e1bb1c7a34e2e41e49184fc038be5139ed49030d63b498e6039a0f05f8bd19a9,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,UCL200 Laws MSc Law and Finance Opportunity Scholarship 2026-27,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/ucl200-laws-msc-law-and-finance-opportunity-scholarship-2026-27,,,,,,,,,,,,,,UCL200 Laws MSc Law and Finance Opportunity Scholarship 2026-27,,2026-02-24T04:32:04.996352,2c37a1c8972fe5d53d026706795e07a950ec83434f3c6067190ee5e925e0e67b,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,Commonwealth Distance Learning Master’s Scholarships 2026/2027 for developing Commonwealth countries (Fully Funded),Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/commonwealth-distance-learning-masters-scholarships-2026-2027/,,,,,,,,,,,,,,Commonwealth Distance Learning Master’s Scholarships 2026/2027 for developing Commonwealth countries (Fully Funded),,2026-02-24T04:32:07.558588,3611d8de2b5e71f5b7c73475d6e27183971265855d609d789a02e4dcef168d06,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,Ban Ki-moon Global Citizen Scholarship Program 2026 for young changemakers (USD 500 seed grant ),Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/ban-ki-moon-global-citizen-scholarship-program-2026/,,,,,,,,,,,,,,Ban Ki-moon Global Citizen Scholarship Program 2026 for young changemakers (USD 500 seed grant ),,2026-02-24T04:32:07.558634,45e413fb85b9bac937793c4c93823713ec3a4cb9446853365a96e668189b5c95,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,The National Film and Video Foundation (NFVF) Bursary Programme 2026 for Film & TV Postgraduate Studies.,Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/the-national-film-and-video-foundation-nfvf-bursary-programme-2026/,,,,,,,,,,,,,,The National Film and Video Foundation (NFVF) Bursary Programme 2026 for Film & TV Postgraduate Studies.,,2026-02-24T04:32:07.558783,d0180705bf4b520de7de6e712a59155b4b4521d0eab824d11b4cf15d3678f387,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,"Romanian Government (Undergraduate, Masters & PhD) Scholarships 2026/2027 for study in Romania (Funded)",Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/romanian-government-undergraduate-masters-phd-scholarships-2026-2027/,,,,,,,,,,,,,,"Romanian Government (Undergraduate, Masters & PhD) Scholarships 2026/2027 for study in Romania (Funded)",,2026-02-24T04:32:07.558825,652b293819a6b7d7451733931c22197031845d899e3d14dc917d3dcd8b7d592a,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,The UNIV’R Master’s Scholarship Programme 2026 for study in France for refugee students (Fully Funded),Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/the-univr-masters-scholarship-programme-2026/,,,,,,,,,,,,,,The UNIV’R Master’s Scholarship Programme 2026 for study in France for refugee students (Fully Funded),,2026-02-24T04:32:07.558903,7c2c2e8c1f57d523450ac9ee8609913ec3dcb8de6393d63f13c73a121891df03,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,Arizona State University (ASU ) Mastercard Foundation Innovation and Technology Scholarships Program 2026/2027 for young Africans. (Fully Funded),Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/arizona-state-university-asu-mastercard-foundation-graduate-certificate-scholars-program-2026-2027/,,,,,,,,,,,,,,Arizona State University (ASU ) Mastercard Foundation Innovation and Technology Scholarships Program 2026/2027 for young Africans. (Fully Funded),,2026-02-24T04:32:07.559009,e49efc539955805f7a097d47e2420247ae6f26435a9ea6f493975084901f9d74,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,Swedish Institute Scholarships 2026/2027 for Global Professionals for Master’s Level Studies in Sweden (Fully Funded),Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/swedish-institute-scholarships-2026-2027-for-global-professionals/,,,,,,,,,,,,,,Swedish Institute Scholarships 2026/2027 for Global Professionals for Master’s Level Studies in Sweden (Fully Funded),,2026-02-24T04:32:07.559076,1b74b1c88c41a0fdc771c0e68bcd448c7d03b0df41e7614bac1813158bb13c80,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,KAS Scholarship Program 2026/2027 for Master’s Degree or Doctorate Degree in Germany (Funded),Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/kas-scholarship-program-2027-for-masters-degree-or-doctorate-degree-in-germany/,,,,,,,,,,,,,,KAS Scholarship Program 2026/2027 for Master’s Degree or Doctorate Degree in Germany (Funded),,2026-02-24T04:32:07.559143,062e60b9e1ecee0021ca400b8e7127fd86234cd66d824a593da612e31b2ca39d,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,Australia Awards Masters-level Scholarships 2027 for study in Australia (Fully Funded),Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/australia-awards-masters-level-scholarships-2027/,,,,,,,,,,,,,,Australia Awards Masters-level Scholarships 2027 for study in Australia (Fully Funded),,2026-02-24T04:32:07.559233,ab55424431e60fa3149db11ded9799d027844c9207fa2e23a994d0f94fdf9537,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,Fulbright Foreign Student Program 2027 (Masters & Ph.D.) Scholarships for study in the United States (Fully Funded),Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/fulbright-foreign-student-program-2027/,,,,,,,,,,,,,,Fulbright Foreign Student Program 2027 (Masters & Ph.D.) Scholarships for study in the United States (Fully Funded),,2026-02-24T04:32:07.559278,38050d2c6c4de193b1bea78f1ed4a895070c878e04f587daa218fcd7da4614ee,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,The Centre for Investigative Journalism (CIJ) Climate Investigations Training Scholarship 2026 for experienced journalists.,Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/the-centre-for-investigative-journalism-cij-climate-investigations-training-scholarship-2026/,,,,,,,,,,,,,,The Centre for Investigative Journalism (CIJ) Climate Investigations Training Scholarship 2026 for experienced journalists.,,2026-02-24T04:32:07.559417,e111f194250b8c3787f400faba19d899f80d91be7e183e279cde7dad15813776,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,"The MCI-Herman Mashaba Scholarship 2026 for for young South African Students (13,500 Euros per year)",Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/the-mci-herman-mashaba-scholarship-2026/,,,,,,,,,,,,,,"The MCI-Herman Mashaba Scholarship 2026 for for young South African Students (13,500 Euros per year)",,2026-02-24T04:32:07.559631,6e2024cba3f755633ebde5a9505ae0a0b6c2872aa0eb249d409335e92b41b888,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,"Petroleum Technology Development Fund (PTDF) 2026/2027 Overseas Postgraduate (Masters & PhD) Scholarship Scheme for study in United Kingdom, Germany, France and Malaysia (Fully Funded)",Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/petroleum-technology-development-fund-ptdf-2026-2027-overseas-postgraduate-masters-phd-scholarship/,,,,,,,,,,,,,,"Petroleum Technology Development Fund (PTDF) 2026/2027 Overseas Postgraduate (Masters & PhD) Scholarship Scheme for study in United Kingdom, Germany, France and Malaysia (Fully Funded)",,2026-02-24T04:32:07.559689,784e3402fdd801bf7e1c9dff1d13dd6678e8557164229379dea7cb6a80195c29,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,Joint Japan/World Bank Graduate Scholarship Program 2026 (Windows 1) for Developing Countries Nationals (Fully Funded).,Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/joint-japan-world-bank-graduate-scholarship-program-2026-windows-1/,,,,,,,,,,,,,,Joint Japan/World Bank Graduate Scholarship Program 2026 (Windows 1) for Developing Countries Nationals (Fully Funded).,,2026-02-24T04:32:07.559776,03d1b7f151560cd6d36b71b9deee1d2f1d6a62e2f60899081e949d23c329065a,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,"Türkiye Scholarships 2026 for Undergraduate, Masters & Ph.D. Studies in Turkey (Fully Funded)",Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/turkiye-scholarships-2026/,,,,,,,,,,,,,,"Türkiye Scholarships 2026 for Undergraduate, Masters & Ph.D. Studies in Turkey (Fully Funded)",,2026-02-24T04:32:07.559816,5537d394ada8f3dccf54b56a5bd999840f7591775148026bbca1ea4674ac6cd6,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,DAAD Development-Related Postgraduate Courses Scholarships 2026/2027 for study in Germany (Fully Funded),Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/daad-development-related-postgraduate-courses-scholarships-2026-2027/,,,,,,,,,,,,,,DAAD Development-Related Postgraduate Courses Scholarships 2026/2027 for study in Germany (Fully Funded),,2026-02-24T04:32:07.559856,baa7657bf77834f0b2a05c7e9bd88f5387570ae23356867028a19792f790e877,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,Egypt-Japan University of Science and Technology (E-JUST) TICAD8 Postgraduate Scholarship Program 2026 for African graduates. (Fully Funded),Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/egypt-japan-university-of-science-and-technology-e-just-ticad8-postgraduate-scholarship-program-2026/,,,,,,,,,,,,,,Egypt-Japan University of Science and Technology (E-JUST) TICAD8 Postgraduate Scholarship Program 2026 for African graduates. (Fully Funded),,2026-02-24T04:32:07.559909,3f5d85176b7cc44dbde4dc591eff6b68028422a32df2937ec2d16f018651e806,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,"Islamic Development Bank (IsDB) Undergraduate, Masters & PhD Scholarship Programme 2026/2027 (Fully Funded)",Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/islamic-development-bank-isdb-undergraduate-masters-phd-scholarship-programme-2026-2027/,,,,,,,,,,,,,,"Islamic Development Bank (IsDB) Undergraduate, Masters & PhD Scholarship Programme 2026/2027 (Fully Funded)",,2026-02-24T04:32:07.560043,f3f8ed7467bd6dd0e0f2d924ea4976f88b8750b29b8162df27dfdc6152cd7a14,True
